"block_id","x","y","type"
    1,  0.004685,  0.002677,  2
    1,  0.006273,  0.002677,  2
    1,  0.008392,  0.002677,  2
    1,  0.011215,  0.002677,  2
    1,  0.014968,  0.002677,  2
    1,  0.019941,  0.002677,  2
    1,  0.026501,  0.002677,  2
    1,  0.035109,  0.002677,  2
    1,  0.046319,  0.002677,  2
    1,  0.060783,  0.002677,  2
    1,  0.079215,  0.002677,  2
    1,  0.102341,  0.002677,  2
    1,  0.130797,  0.002677,  2
    1,  0.164981,  0.002677,  2
    1,  0.204883,  0.002677,  2
    1,  0.249928,  0.002677,  2
    1,  0.298897,  0.002677,  2
    1,  0.350000,  0.002677,  2
    1,  0.401103,  0.002677,  2
    1,  0.450072,  0.002677,  2
    1,  0.495117,  0.002677,  2
    1,  0.535019,  0.002677,  2
    1,  0.569203,  0.002677,  2
    1,  0.597659,  0.002677,  2
    1,  0.620785,  0.002677,  2
    1,  0.639217,  0.002677,  2
    1,  0.653681,  0.002677,  2
    1,  0.664891,  0.002677,  2
    1,  0.673499,  0.002677,  2
    1,  0.680059,  0.002677,  2
    1,  0.685032,  0.002677,  2
    1,  0.688785,  0.002677,  2
    1,  0.691608,  0.002677,  2
    1,  0.693727,  0.002677,  2
    1,  0.695315,  0.002677,  2
    1,  0.004685,  0.004511,  2
    1,  0.006273,  0.004511,  0
    1,  0.008392,  0.004511,  0
    1,  0.011215,  0.004511,  0
    1,  0.014968,  0.004511,  0
    1,  0.019941,  0.004511,  0
    1,  0.026501,  0.004511,  0
    1,  0.035109,  0.004511,  0
    1,  0.046319,  0.004511,  0
    1,  0.060783,  0.004511,  0
    1,  0.079215,  0.004511,  0
    1,  0.102341,  0.004511,  0
    1,  0.130797,  0.004511,  0
    1,  0.164981,  0.004511,  0
    1,  0.204883,  0.004511,  0
    1,  0.249928,  0.004511,  0
    1,  0.298897,  0.004511,  0
    1,  0.350000,  0.004511,  0
    1,  0.401103,  0.004511,  0
    1,  0.450072,  0.004511,  0
    1,  0.495117,  0.004511,  0
    1,  0.535019,  0.004511,  0
    1,  0.569203,  0.004511,  0
    1,  0.597659,  0.004511,  0
    1,  0.620785,  0.004511,  0
    1,  0.639217,  0.004511,  0
    1,  0.653681,  0.004511,  0
    1,  0.664891,  0.004511,  0
    1,  0.673499,  0.004511,  0
    1,  0.680059,  0.004511,  0
    1,  0.685032,  0.004511,  0
    1,  0.688785,  0.004511,  0
    1,  0.691608,  0.004511,  0
    1,  0.693727,  0.004511,  0
    1,  0.695315,  0.004511,  3
    1,  0.004685,  0.007576,  2
    1,  0.006273,  0.007576,  0
    1,  0.008392,  0.007576,  0
    1,  0.011215,  0.007576,  0
    1,  0.014968,  0.007576,  0
    1,  0.019941,  0.007576,  0
    1,  0.026501,  0.007576,  0
    1,  0.035109,  0.007576,  0
    1,  0.046319,  0.007576,  0
    1,  0.060783,  0.007576,  0
    1,  0.079215,  0.007576,  0
    1,  0.102341,  0.007576,  0
    1,  0.130797,  0.007576,  0
    1,  0.164981,  0.007576,  0
    1,  0.204883,  0.007576,  0
    1,  0.249928,  0.007576,  0
    1,  0.298897,  0.007576,  0
    1,  0.350000,  0.007576,  0
    1,  0.401103,  0.007576,  0
    1,  0.450072,  0.007576,  0
    1,  0.495117,  0.007576,  0
    1,  0.535019,  0.007576,  0
    1,  0.569203,  0.007576,  0
    1,  0.597659,  0.007576,  0
    1,  0.620785,  0.007576,  0
    1,  0.639217,  0.007576,  0
    1,  0.653681,  0.007576,  0
    1,  0.664891,  0.007576,  0
    1,  0.673499,  0.007576,  0
    1,  0.680059,  0.007576,  0
    1,  0.685032,  0.007576,  0
    1,  0.688785,  0.007576,  0
    1,  0.691608,  0.007576,  0
    1,  0.693727,  0.007576,  0
    1,  0.695315,  0.007576,  3
    1,  0.004685,  0.012658,  2
    1,  0.006273,  0.012658,  0
    1,  0.008392,  0.012658,  0
    1,  0.011215,  0.012658,  0
    1,  0.014968,  0.012658,  0
    1,  0.019941,  0.012658,  0
    1,  0.026501,  0.012658,  0
    1,  0.035109,  0.012658,  0
    1,  0.046319,  0.012658,  0
    1,  0.060783,  0.012658,  0
    1,  0.079215,  0.012658,  0
    1,  0.102341,  0.012658,  0
    1,  0.130797,  0.012658,  0
    1,  0.164981,  0.012658,  0
    1,  0.204883,  0.012658,  0
    1,  0.249928,  0.012658,  0
    1,  0.298897,  0.012658,  0
    1,  0.350000,  0.012658,  0
    1,  0.401103,  0.012658,  0
    1,  0.450072,  0.012658,  0
    1,  0.495117,  0.012658,  0
    1,  0.535019,  0.012658,  0
    1,  0.569203,  0.012658,  0
    1,  0.597659,  0.012658,  0
    1,  0.620785,  0.012658,  0
    1,  0.639217,  0.012658,  0
    1,  0.653681,  0.012658,  0
    1,  0.664891,  0.012658,  0
    1,  0.673499,  0.012658,  0
    1,  0.680059,  0.012658,  0
    1,  0.685032,  0.012658,  0
    1,  0.688785,  0.012658,  0
    1,  0.691608,  0.012658,  0
    1,  0.693727,  0.012658,  0
    1,  0.695315,  0.012658,  3
    1,  0.004685,  0.020966,  2
    1,  0.006273,  0.020966,  0
    1,  0.008392,  0.020966,  0
    1,  0.011215,  0.020966,  0
    1,  0.014968,  0.020966,  0
    1,  0.019941,  0.020966,  0
    1,  0.026501,  0.020966,  0
    1,  0.035109,  0.020966,  0
    1,  0.046319,  0.020966,  0
    1,  0.060783,  0.020966,  0
    1,  0.079215,  0.020966,  0
    1,  0.102341,  0.020966,  0
    1,  0.130797,  0.020966,  0
    1,  0.164981,  0.020966,  0
    1,  0.204883,  0.020966,  0
    1,  0.249928,  0.020966,  0
    1,  0.298897,  0.020966,  0
    1,  0.350000,  0.020966,  0
    1,  0.401103,  0.020966,  0
    1,  0.450072,  0.020966,  0
    1,  0.495117,  0.020966,  0
    1,  0.535019,  0.020966,  0
    1,  0.569203,  0.020966,  0
    1,  0.597659,  0.020966,  0
    1,  0.620785,  0.020966,  0
    1,  0.639217,  0.020966,  0
    1,  0.653681,  0.020966,  0
    1,  0.664891,  0.020966,  0
    1,  0.673499,  0.020966,  0
    1,  0.680059,  0.020966,  0
    1,  0.685032,  0.020966,  0
    1,  0.688785,  0.020966,  0
    1,  0.691608,  0.020966,  0
    1,  0.693727,  0.020966,  0
    1,  0.695315,  0.020966,  3
    1,  0.004685,  0.034245,  2
    1,  0.006273,  0.034245,  0
    1,  0.008392,  0.034245,  0
    1,  0.011215,  0.034245,  0
    1,  0.014968,  0.034245,  0
    1,  0.019941,  0.034245,  0
    1,  0.026501,  0.034245,  0
    1,  0.035109,  0.034245,  0
    1,  0.046319,  0.034245,  0
    1,  0.060783,  0.034245,  0
    1,  0.079215,  0.034245,  0
    1,  0.102341,  0.034245,  0
    1,  0.130797,  0.034245,  0
    1,  0.164981,  0.034245,  0
    1,  0.204883,  0.034245,  0
    1,  0.249928,  0.034245,  0
    1,  0.298897,  0.034245,  0
    1,  0.350000,  0.034245,  0
    1,  0.401103,  0.034245,  0
    1,  0.450072,  0.034245,  0
    1,  0.495117,  0.034245,  0
    1,  0.535019,  0.034245,  0
    1,  0.569203,  0.034245,  0
    1,  0.597659,  0.034245,  0
    1,  0.620785,  0.034245,  0
    1,  0.639217,  0.034245,  0
    1,  0.653681,  0.034245,  0
    1,  0.664891,  0.034245,  0
    1,  0.673499,  0.034245,  0
    1,  0.680059,  0.034245,  0
    1,  0.685032,  0.034245,  0
    1,  0.688785,  0.034245,  0
    1,  0.691608,  0.034245,  0
    1,  0.693727,  0.034245,  0
    1,  0.695315,  0.034245,  3
    1,  0.004685,  0.054721,  2
    1,  0.006273,  0.054721,  0
    1,  0.008392,  0.054721,  0
    1,  0.011215,  0.054721,  0
    1,  0.014968,  0.054721,  0
    1,  0.019941,  0.054721,  0
    1,  0.026501,  0.054721,  0
    1,  0.035109,  0.054721,  0
    1,  0.046319,  0.054721,  0
    1,  0.060783,  0.054721,  0
    1,  0.079215,  0.054721,  0
    1,  0.102341,  0.054721,  0
    1,  0.130797,  0.054721,  0
    1,  0.164981,  0.054721,  0
    1,  0.204883,  0.054721,  0
    1,  0.249928,  0.054721,  0
    1,  0.298897,  0.054721,  0
    1,  0.350000,  0.054721,  0
    1,  0.401103,  0.054721,  0
    1,  0.450072,  0.054721,  0
    1,  0.495117,  0.054721,  0
    1,  0.535019,  0.054721,  0
    1,  0.569203,  0.054721,  0
    1,  0.597659,  0.054721,  0
    1,  0.620785,  0.054721,  0
    1,  0.639217,  0.054721,  0
    1,  0.653681,  0.054721,  0
    1,  0.664891,  0.054721,  0
    1,  0.673499,  0.054721,  0
    1,  0.680059,  0.054721,  0
    1,  0.685032,  0.054721,  0
    1,  0.688785,  0.054721,  0
    1,  0.691608,  0.054721,  0
    1,  0.693727,  0.054721,  0
    1,  0.695315,  0.054721,  3
    1,  0.004685,  0.084608,  2
    1,  0.006273,  0.084608,  0
    1,  0.008392,  0.084608,  0
    1,  0.011215,  0.084608,  0
    1,  0.014968,  0.084608,  0
    1,  0.019941,  0.084608,  0
    1,  0.026501,  0.084608,  0
    1,  0.035109,  0.084608,  0
    1,  0.046319,  0.084608,  0
    1,  0.060783,  0.084608,  0
    1,  0.079215,  0.084608,  0
    1,  0.102341,  0.084608,  0
    1,  0.130797,  0.084608,  0
    1,  0.164981,  0.084608,  0
    1,  0.204883,  0.084608,  0
    1,  0.249928,  0.084608,  0
    1,  0.298897,  0.084608,  0
    1,  0.350000,  0.084608,  0
    1,  0.401103,  0.084608,  0
    1,  0.450072,  0.084608,  0
    1,  0.495117,  0.084608,  0
    1,  0.535019,  0.084608,  0
    1,  0.569203,  0.084608,  0
    1,  0.597659,  0.084608,  0
    1,  0.620785,  0.084608,  0
    1,  0.639217,  0.084608,  0
    1,  0.653681,  0.084608,  0
    1,  0.664891,  0.084608,  0
    1,  0.673499,  0.084608,  0
    1,  0.680059,  0.084608,  0
    1,  0.685032,  0.084608,  0
    1,  0.688785,  0.084608,  0
    1,  0.691608,  0.084608,  0
    1,  0.693727,  0.084608,  0
    1,  0.695315,  0.084608,  3
    1,  0.004685,  0.124913,  2
    1,  0.006273,  0.124913,  0
    1,  0.008392,  0.124913,  0
    1,  0.011215,  0.124913,  0
    1,  0.014968,  0.124913,  0
    1,  0.019941,  0.124913,  0
    1,  0.026501,  0.124913,  0
    1,  0.035109,  0.124913,  0
    1,  0.046319,  0.124913,  0
    1,  0.060783,  0.124913,  0
    1,  0.079215,  0.124913,  0
    1,  0.102341,  0.124913,  0
    1,  0.130797,  0.124913,  0
    1,  0.164981,  0.124913,  0
    1,  0.204883,  0.124913,  0
    1,  0.249928,  0.124913,  0
    1,  0.298897,  0.124913,  0
    1,  0.350000,  0.124913,  0
    1,  0.401103,  0.124913,  0
    1,  0.450072,  0.124913,  0
    1,  0.495117,  0.124913,  0
    1,  0.535019,  0.124913,  0
    1,  0.569203,  0.124913,  0
    1,  0.597659,  0.124913,  0
    1,  0.620785,  0.124913,  0
    1,  0.639217,  0.124913,  0
    1,  0.653681,  0.124913,  0
    1,  0.664891,  0.124913,  0
    1,  0.673499,  0.124913,  0
    1,  0.680059,  0.124913,  0
    1,  0.685032,  0.124913,  0
    1,  0.688785,  0.124913,  0
    1,  0.691608,  0.124913,  0
    1,  0.693727,  0.124913,  0
    1,  0.695315,  0.124913,  3
    1,  0.004685,  0.173835,  2
    1,  0.006273,  0.173835,  0
    1,  0.008392,  0.173835,  0
    1,  0.011215,  0.173835,  0
    1,  0.014968,  0.173835,  0
    1,  0.019941,  0.173835,  0
    1,  0.026501,  0.173835,  0
    1,  0.035109,  0.173835,  0
    1,  0.046319,  0.173835,  0
    1,  0.060783,  0.173835,  0
    1,  0.079215,  0.173835,  0
    1,  0.102341,  0.173835,  0
    1,  0.130797,  0.173835,  0
    1,  0.164981,  0.173835,  0
    1,  0.204883,  0.173835,  0
    1,  0.249928,  0.173835,  0
    1,  0.298897,  0.173835,  0
    1,  0.350000,  0.173835,  0
    1,  0.401103,  0.173835,  0
    1,  0.450072,  0.173835,  0
    1,  0.495117,  0.173835,  0
    1,  0.535019,  0.173835,  0
    1,  0.569203,  0.173835,  0
    1,  0.597659,  0.173835,  0
    1,  0.620785,  0.173835,  0
    1,  0.639217,  0.173835,  0
    1,  0.653681,  0.173835,  0
    1,  0.664891,  0.173835,  0
    1,  0.673499,  0.173835,  0
    1,  0.680059,  0.173835,  0
    1,  0.685032,  0.173835,  0
    1,  0.688785,  0.173835,  0
    1,  0.691608,  0.173835,  0
    1,  0.693727,  0.173835,  0
    1,  0.695315,  0.173835,  3
    1,  0.004685,  0.226165,  2
    1,  0.006273,  0.226165,  0
    1,  0.008392,  0.226165,  0
    1,  0.011215,  0.226165,  0
    1,  0.014968,  0.226165,  0
    1,  0.019941,  0.226165,  0
    1,  0.026501,  0.226165,  0
    1,  0.035109,  0.226165,  0
    1,  0.046319,  0.226165,  0
    1,  0.060783,  0.226165,  0
    1,  0.079215,  0.226165,  0
    1,  0.102341,  0.226165,  0
    1,  0.130797,  0.226165,  0
    1,  0.164981,  0.226165,  0
    1,  0.204883,  0.226165,  0
    1,  0.249928,  0.226165,  0
    1,  0.298897,  0.226165,  0
    1,  0.350000,  0.226165,  0
    1,  0.401103,  0.226165,  0
    1,  0.450072,  0.226165,  0
    1,  0.495117,  0.226165,  0
    1,  0.535019,  0.226165,  0
    1,  0.569203,  0.226165,  0
    1,  0.597659,  0.226165,  0
    1,  0.620785,  0.226165,  0
    1,  0.639217,  0.226165,  0
    1,  0.653681,  0.226165,  0
    1,  0.664891,  0.226165,  0
    1,  0.673499,  0.226165,  0
    1,  0.680059,  0.226165,  0
    1,  0.685032,  0.226165,  0
    1,  0.688785,  0.226165,  0
    1,  0.691608,  0.226165,  0
    1,  0.693727,  0.226165,  0
    1,  0.695315,  0.226165,  3
    1,  0.004685,  0.275087,  2
    1,  0.006273,  0.275087,  0
    1,  0.008392,  0.275087,  0
    1,  0.011215,  0.275087,  0
    1,  0.014968,  0.275087,  0
    1,  0.019941,  0.275087,  0
    1,  0.026501,  0.275087,  0
    1,  0.035109,  0.275087,  0
    1,  0.046319,  0.275087,  0
    1,  0.060783,  0.275087,  0
    1,  0.079215,  0.275087,  0
    1,  0.102341,  0.275087,  0
    1,  0.130797,  0.275087,  0
    1,  0.164981,  0.275087,  0
    1,  0.204883,  0.275087,  0
    1,  0.249928,  0.275087,  0
    1,  0.298897,  0.275087,  0
    1,  0.350000,  0.275087,  0
    1,  0.401103,  0.275087,  0
    1,  0.450072,  0.275087,  0
    1,  0.495117,  0.275087,  0
    1,  0.535019,  0.275087,  0
    1,  0.569203,  0.275087,  0
    1,  0.597659,  0.275087,  0
    1,  0.620785,  0.275087,  0
    1,  0.639217,  0.275087,  0
    1,  0.653681,  0.275087,  0
    1,  0.664891,  0.275087,  0
    1,  0.673499,  0.275087,  0
    1,  0.680059,  0.275087,  0
    1,  0.685032,  0.275087,  0
    1,  0.688785,  0.275087,  0
    1,  0.691608,  0.275087,  0
    1,  0.693727,  0.275087,  0
    1,  0.695315,  0.275087,  3
    1,  0.004685,  0.315392,  2
    1,  0.006273,  0.315392,  0
    1,  0.008392,  0.315392,  0
    1,  0.011215,  0.315392,  0
    1,  0.014968,  0.315392,  0
    1,  0.019941,  0.315392,  0
    1,  0.026501,  0.315392,  0
    1,  0.035109,  0.315392,  0
    1,  0.046319,  0.315392,  0
    1,  0.060783,  0.315392,  0
    1,  0.079215,  0.315392,  0
    1,  0.102341,  0.315392,  0
    1,  0.130797,  0.315392,  0
    1,  0.164981,  0.315392,  0
    1,  0.204883,  0.315392,  0
    1,  0.249928,  0.315392,  0
    1,  0.298897,  0.315392,  0
    1,  0.350000,  0.315392,  0
    1,  0.401103,  0.315392,  0
    1,  0.450072,  0.315392,  0
    1,  0.495117,  0.315392,  0
    1,  0.535019,  0.315392,  0
    1,  0.569203,  0.315392,  0
    1,  0.597659,  0.315392,  0
    1,  0.620785,  0.315392,  0
    1,  0.639217,  0.315392,  0
    1,  0.653681,  0.315392,  0
    1,  0.664891,  0.315392,  0
    1,  0.673499,  0.315392,  0
    1,  0.680059,  0.315392,  0
    1,  0.685032,  0.315392,  0
    1,  0.688785,  0.315392,  0
    1,  0.691608,  0.315392,  0
    1,  0.693727,  0.315392,  0
    1,  0.695315,  0.315392,  3
    1,  0.004685,  0.345279,  2
    1,  0.006273,  0.345279,  0
    1,  0.008392,  0.345279,  0
    1,  0.011215,  0.345279,  0
    1,  0.014968,  0.345279,  0
    1,  0.019941,  0.345279,  0
    1,  0.026501,  0.345279,  0
    1,  0.035109,  0.345279,  0
    1,  0.046319,  0.345279,  0
    1,  0.060783,  0.345279,  0
    1,  0.079215,  0.345279,  0
    1,  0.102341,  0.345279,  0
    1,  0.130797,  0.345279,  0
    1,  0.164981,  0.345279,  0
    1,  0.204883,  0.345279,  0
    1,  0.249928,  0.345279,  0
    1,  0.298897,  0.345279,  0
    1,  0.350000,  0.345279,  0
    1,  0.401103,  0.345279,  0
    1,  0.450072,  0.345279,  0
    1,  0.495117,  0.345279,  0
    1,  0.535019,  0.345279,  0
    1,  0.569203,  0.345279,  0
    1,  0.597659,  0.345279,  0
    1,  0.620785,  0.345279,  0
    1,  0.639217,  0.345279,  0
    1,  0.653681,  0.345279,  0
    1,  0.664891,  0.345279,  0
    1,  0.673499,  0.345279,  0
    1,  0.680059,  0.345279,  0
    1,  0.685032,  0.345279,  0
    1,  0.688785,  0.345279,  0
    1,  0.691608,  0.345279,  0
    1,  0.693727,  0.345279,  0
    1,  0.695315,  0.345279,  3
    1,  0.004685,  0.365755,  2
    1,  0.006273,  0.365755,  0
    1,  0.008392,  0.365755,  0
    1,  0.011215,  0.365755,  0
    1,  0.014968,  0.365755,  0
    1,  0.019941,  0.365755,  0
    1,  0.026501,  0.365755,  0
    1,  0.035109,  0.365755,  0
    1,  0.046319,  0.365755,  0
    1,  0.060783,  0.365755,  0
    1,  0.079215,  0.365755,  0
    1,  0.102341,  0.365755,  0
    1,  0.130797,  0.365755,  0
    1,  0.164981,  0.365755,  0
    1,  0.204883,  0.365755,  0
    1,  0.249928,  0.365755,  0
    1,  0.298897,  0.365755,  0
    1,  0.350000,  0.365755,  0
    1,  0.401103,  0.365755,  0
    1,  0.450072,  0.365755,  0
    1,  0.495117,  0.365755,  0
    1,  0.535019,  0.365755,  0
    1,  0.569203,  0.365755,  0
    1,  0.597659,  0.365755,  0
    1,  0.620785,  0.365755,  0
    1,  0.639217,  0.365755,  0
    1,  0.653681,  0.365755,  0
    1,  0.664891,  0.365755,  0
    1,  0.673499,  0.365755,  0
    1,  0.680059,  0.365755,  0
    1,  0.685032,  0.365755,  0
    1,  0.688785,  0.365755,  0
    1,  0.691608,  0.365755,  0
    1,  0.693727,  0.365755,  0
    1,  0.695315,  0.365755,  3
    1,  0.004685,  0.379034,  2
    1,  0.006273,  0.379034,  0
    1,  0.008392,  0.379034,  0
    1,  0.011215,  0.379034,  0
    1,  0.014968,  0.379034,  0
    1,  0.019941,  0.379034,  0
    1,  0.026501,  0.379034,  0
    1,  0.035109,  0.379034,  0
    1,  0.046319,  0.379034,  0
    1,  0.060783,  0.379034,  0
    1,  0.079215,  0.379034,  0
    1,  0.102341,  0.379034,  0
    1,  0.130797,  0.379034,  0
    1,  0.164981,  0.379034,  0
    1,  0.204883,  0.379034,  0
    1,  0.249928,  0.379034,  0
    1,  0.298897,  0.379034,  0
    1,  0.350000,  0.379034,  0
    1,  0.401103,  0.379034,  0
    1,  0.450072,  0.379034,  0
    1,  0.495117,  0.379034,  0
    1,  0.535019,  0.379034,  0
    1,  0.569203,  0.379034,  0
    1,  0.597659,  0.379034,  0
    1,  0.620785,  0.379034,  0
    1,  0.639217,  0.379034,  0
    1,  0.653681,  0.379034,  0
    1,  0.664891,  0.379034,  0
    1,  0.673499,  0.379034,  0
    1,  0.680059,  0.379034,  0
    1,  0.685032,  0.379034,  0
    1,  0.688785,  0.379034,  0
    1,  0.691608,  0.379034,  0
    1,  0.693727,  0.379034,  0
    1,  0.695315,  0.379034,  3
    1,  0.004685,  0.387342,  2
    1,  0.006273,  0.387342,  0
    1,  0.008392,  0.387342,  0
    1,  0.011215,  0.387342,  0
    1,  0.014968,  0.387342,  0
    1,  0.019941,  0.387342,  0
    1,  0.026501,  0.387342,  0
    1,  0.035109,  0.387342,  0
    1,  0.046319,  0.387342,  0
    1,  0.060783,  0.387342,  0
    1,  0.079215,  0.387342,  0
    1,  0.102341,  0.387342,  0
    1,  0.130797,  0.387342,  0
    1,  0.164981,  0.387342,  0
    1,  0.204883,  0.387342,  0
    1,  0.249928,  0.387342,  0
    1,  0.298897,  0.387342,  0
    1,  0.350000,  0.387342,  0
    1,  0.401103,  0.387342,  0
    1,  0.450072,  0.387342,  0
    1,  0.495117,  0.387342,  0
    1,  0.535019,  0.387342,  0
    1,  0.569203,  0.387342,  0
    1,  0.597659,  0.387342,  0
    1,  0.620785,  0.387342,  0
    1,  0.639217,  0.387342,  0
    1,  0.653681,  0.387342,  0
    1,  0.664891,  0.387342,  0
    1,  0.673499,  0.387342,  0
    1,  0.680059,  0.387342,  0
    1,  0.685032,  0.387342,  0
    1,  0.688785,  0.387342,  0
    1,  0.691608,  0.387342,  0
    1,  0.693727,  0.387342,  0
    1,  0.695315,  0.387342,  3
    1,  0.004685,  0.392424,  2
    1,  0.006273,  0.392424,  0
    1,  0.008392,  0.392424,  0
    1,  0.011215,  0.392424,  0
    1,  0.014968,  0.392424,  0
    1,  0.019941,  0.392424,  0
    1,  0.026501,  0.392424,  0
    1,  0.035109,  0.392424,  0
    1,  0.046319,  0.392424,  0
    1,  0.060783,  0.392424,  0
    1,  0.079215,  0.392424,  0
    1,  0.102341,  0.392424,  0
    1,  0.130797,  0.392424,  0
    1,  0.164981,  0.392424,  0
    1,  0.204883,  0.392424,  0
    1,  0.249928,  0.392424,  0
    1,  0.298897,  0.392424,  0
    1,  0.350000,  0.392424,  0
    1,  0.401103,  0.392424,  0
    1,  0.450072,  0.392424,  0
    1,  0.495117,  0.392424,  0
    1,  0.535019,  0.392424,  0
    1,  0.569203,  0.392424,  0
    1,  0.597659,  0.392424,  0
    1,  0.620785,  0.392424,  0
    1,  0.639217,  0.392424,  0
    1,  0.653681,  0.392424,  0
    1,  0.664891,  0.392424,  0
    1,  0.673499,  0.392424,  0
    1,  0.680059,  0.392424,  0
    1,  0.685032,  0.392424,  0
    1,  0.688785,  0.392424,  0
    1,  0.691608,  0.392424,  0
    1,  0.693727,  0.392424,  0
    1,  0.695315,  0.392424,  3
    1,  0.004685,  0.395489,  2
    1,  0.006273,  0.395489,  0
    1,  0.008392,  0.395489,  0
    1,  0.011215,  0.395489,  0
    1,  0.014968,  0.395489,  0
    1,  0.019941,  0.395489,  0
    1,  0.026501,  0.395489,  0
    1,  0.035109,  0.395489,  0
    1,  0.046319,  0.395489,  0
    1,  0.060783,  0.395489,  0
    1,  0.079215,  0.395489,  0
    1,  0.102341,  0.395489,  0
    1,  0.130797,  0.395489,  0
    1,  0.164981,  0.395489,  0
    1,  0.204883,  0.395489,  0
    1,  0.249928,  0.395489,  0
    1,  0.298897,  0.395489,  0
    1,  0.350000,  0.395489,  0
    1,  0.401103,  0.395489,  0
    1,  0.450072,  0.395489,  0
    1,  0.495117,  0.395489,  0
    1,  0.535019,  0.395489,  0
    1,  0.569203,  0.395489,  0
    1,  0.597659,  0.395489,  0
    1,  0.620785,  0.395489,  0
    1,  0.639217,  0.395489,  0
    1,  0.653681,  0.395489,  0
    1,  0.664891,  0.395489,  0
    1,  0.673499,  0.395489,  0
    1,  0.680059,  0.395489,  0
    1,  0.685032,  0.395489,  0
    1,  0.688785,  0.395489,  0
    1,  0.691608,  0.395489,  0
    1,  0.693727,  0.395489,  0
    1,  0.695315,  0.395489,  3
    1,  0.004685,  0.397323,  2
    1,  0.006273,  0.397323,  3
    1,  0.008392,  0.397323,  3
    1,  0.011215,  0.397323,  3
    1,  0.014968,  0.397323,  3
    1,  0.019941,  0.397323,  3
    1,  0.026501,  0.397323,  3
    1,  0.035109,  0.397323,  3
    1,  0.046319,  0.397323,  3
    1,  0.060783,  0.397323,  3
    1,  0.079215,  0.397323,  3
    1,  0.102341,  0.397323,  3
    1,  0.130797,  0.397323,  3
    1,  0.164981,  0.397323,  3
    1,  0.204883,  0.397323,  3
    1,  0.249928,  0.397323,  3
    1,  0.298897,  0.397323,  3
    1,  0.350000,  0.397323,  3
    1,  0.401103,  0.397323,  3
    1,  0.450072,  0.397323,  3
    1,  0.495117,  0.397323,  3
    1,  0.535019,  0.397323,  3
    1,  0.569203,  0.397323,  3
    1,  0.597659,  0.397323,  3
    1,  0.620785,  0.397323,  3
    1,  0.639217,  0.397323,  3
    1,  0.653681,  0.397323,  3
    1,  0.664891,  0.397323,  3
    1,  0.673499,  0.397323,  3
    1,  0.680059,  0.397323,  3
    1,  0.685032,  0.397323,  3
    1,  0.688785,  0.397323,  3
    1,  0.691608,  0.397323,  3
    1,  0.693727,  0.397323,  3
    1,  0.695315,  0.397323,  3
    2,  0.004685,  0.404016,  2
    2,  0.006273,  0.404016,  3
    2,  0.008392,  0.404016,  3
    2,  0.011215,  0.404016,  3
    2,  0.014968,  0.404016,  3
    2,  0.019941,  0.404016,  3
    2,  0.026501,  0.404016,  3
    2,  0.035109,  0.404016,  3
    2,  0.046319,  0.404016,  3
    2,  0.060783,  0.404016,  3
    2,  0.079215,  0.404016,  3
    2,  0.102341,  0.404016,  3
    2,  0.130797,  0.404016,  3
    2,  0.164981,  0.404016,  3
    2,  0.204883,  0.404016,  3
    2,  0.249928,  0.404016,  3
    2,  0.298897,  0.404016,  3
    2,  0.350000,  0.404016,  3
    2,  0.401103,  0.404016,  3
    2,  0.450072,  0.404016,  3
    2,  0.495117,  0.404016,  3
    2,  0.535019,  0.404016,  3
    2,  0.569203,  0.404016,  3
    2,  0.597659,  0.404016,  3
    2,  0.620785,  0.404016,  3
    2,  0.639217,  0.404016,  3
    2,  0.653681,  0.404016,  3
    2,  0.664891,  0.404016,  3
    2,  0.673499,  0.404016,  3
    2,  0.680059,  0.404016,  3
    2,  0.685032,  0.404016,  3
    2,  0.688785,  0.404016,  3
